datetime,date,time,voltage_v,co2_ppm
2021-09-15 17:10:00 UTC,9/15/2021,5:10:00 PM,0.1102,367.3333333
2021-09-15 17:20:00 UTC,9/15/2021,5:20:00 PM,0.1085,361.6666667
2021-09-15 17:30:00 UTC,9/15/2021,5:30:00 PM,0.1092,364
2021-09-15 17:40:00 UTC,9/15/2021,5:40:00 PM,0.1117,372.3333333
2021-09-15 17:50:00 UTC,9/15/2021,5:50:00 PM,0.1115,371.6666667
2021-09-15 18:00:00 UTC,9/15/2021,6:00:00 PM,0.1112,370.6666667
2021-09-15 18:10:00 UTC,9/15/2021,6:10:00 PM,0.1109,369.6666667
2021-09-15 18:20:00 UTC,9/15/2021,6:20:00 PM,0.1106,368.6666667
2021-09-15 18:30:00 UTC,9/15/2021,6:30:00 PM,0.1114,371.3333333
2021-09-15 18:40:00 UTC,9/15/2021,6:40:00 PM,0.1113,371
2021-09-15 18:50:00 UTC,9/15/2021,6:50:00 PM,0.1136,378.6666667
2021-09-15 19:00:00 UTC,9/15/2021,7:00:00 PM,0.1111,370.3333333
2021-09-15 19:10:00 UTC,9/15/2021,7:10:00 PM,0.1111,370.3333333
2021-09-15 19:20:00 UTC,9/15/2021,7:20:00 PM,0.1139,379.6666667
2021-09-15 19:30:00 UTC,9/15/2021,7:30:00 PM,0.1135,378.3333333
2021-09-15 19:40:00 UTC,9/15/2021,7:40:00 PM,0.1139,379.6666667
2021-09-15 19:50:00 UTC,9/15/2021,7:50:00 PM,0.114,380
2021-09-15 20:00:00 UTC,9/15/2021,8:00:00 PM,0.1138,379.3333333
2021-09-15 20:10:00 UTC,9/15/2021,8:10:00 PM,0.1137,379
2021-09-15 20:20:00 UTC,9/15/2021,8:20:00 PM,0.1165,388.3333333
2021-09-15 20:30:00 UTC,9/15/2021,8:30:00 PM,0.1143,381
2021-09-15 20:40:00 UTC,9/15/2021,8:40:00 PM,0.1134,378
2021-09-15 20:50:00 UTC,9/15/2021,8:50:00 PM,0.1126,375.3333333
2021-09-15 21:00:00 UTC,9/15/2021,9:00:00 PM,0.1131,377
2021-09-15 21:10:00 UTC,9/15/2021,9:10:00 PM,0.116,386.6666667
2021-09-15 21:20:00 UTC,9/15/2021,9:20:00 PM,0.1163,387.6666667
2021-09-15 21:30:00 UTC,9/15/2021,9:30:00 PM,0.1137,379
2021-09-15 21:40:00 UTC,9/15/2021,9:40:00 PM,0.1133,377.6666667
2021-09-15 21:50:00 UTC,9/15/2021,9:50:00 PM,0.1128,376
2021-09-15 22:00:00 UTC,9/15/2021,10:00:00 PM,0.1133,377.6666667
2021-09-15 22:10:00 UTC,9/15/2021,10:10:00 PM,0.1137,379
2021-09-15 22:20:00 UTC,9/15/2021,10:20:00 PM,0.1113,371
2021-09-15 22:30:00 UTC,9/15/2021,10:30:00 PM,0.1136,378.6666667
2021-09-15 22:40:00 UTC,9/15/2021,10:40:00 PM,0.1137,379
2021-09-15 22:50:00 UTC,9/15/2021,10:50:00 PM,0.1117,372.3333333
2021-09-15 23:00:00 UTC,9/15/2021,11:00:00 PM,0.1118,372.6666667
2021-09-15 23:10:00 UTC,9/15/2021,11:10:00 PM,0.1136,378.6666667
2021-09-15 23:20:00 UTC,9/15/2021,11:20:00 PM,0.1109,369.6666667
2021-09-15 23:30:00 UTC,9/15/2021,11:30:00 PM,0.1103,367.6666667
2021-09-15 23:40:00 UTC,9/15/2021,11:40:00 PM,0.1108,369.3333333
2021-09-15 23:50:00 UTC,9/15/2021,11:50:00 PM,0.1118,372.6666667
2021-09-16 00:00:00 UTC,9/16/2021,12:00:00 AM,0.1109,369.6666667
2021-09-16 00:10:00 UTC,9/16/2021,12:10:00 AM,0.1101,367
2021-09-16 00:20:00 UTC,9/16/2021,12:20:00 AM,0.1109,369.6666667
2021-09-16 00:30:00 UTC,9/16/2021,12:30:00 AM,0.1112,370.6666667
2021-09-16 00:40:00 UTC,9/16/2021,12:40:00 AM,0.1117,372.3333333
2021-09-16 00:50:00 UTC,9/16/2021,12:50:00 AM,0.1115,371.6666667
2021-09-16 01:00:00 UTC,9/16/2021,1:00:00 AM,0.1092,364
2021-09-16 01:10:00 UTC,9/16/2021,1:10:00 AM,0.1092,364
2021-09-16 01:20:00 UTC,9/16/2021,1:20:00 AM,0.1085,361.6666667
2021-09-16 01:30:00 UTC,9/16/2021,1:30:00 AM,0.1084,361.3333333
2021-09-16 01:40:00 UTC,9/16/2021,1:40:00 AM,0.1084,361.3333333
2021-09-16 01:50:00 UTC,9/16/2021,1:50:00 AM,0.1082,360.6666667
2021-09-16 02:00:00 UTC,9/16/2021,2:00:00 AM,0.105,350
2021-09-16 02:10:00 UTC,9/16/2021,2:10:00 AM,0.1079,359.6666667
2021-09-16 02:20:00 UTC,9/16/2021,2:20:00 AM,0.10780000000000001,359.3333333
2021-09-16 02:30:00 UTC,9/16/2021,2:30:00 AM,0.1059,353
2021-09-16 02:40:00 UTC,9/16/2021,2:40:00 AM,0.106,353.3333333
2021-09-16 02:50:00 UTC,9/16/2021,2:50:00 AM,0.106,353.3333333
2021-09-16 03:00:00 UTC,9/16/2021,3:00:00 AM,0.1065,355
2021-09-16 03:10:00 UTC,9/16/2021,3:10:00 AM,0.1084,361.3333333
2021-09-16 03:20:00 UTC,9/16/2021,3:20:00 AM,0.1053,351
2021-09-16 03:30:00 UTC,9/16/2021,3:30:00 AM,0.1055,351.6666667
2021-09-16 03:40:00 UTC,9/16/2021,3:40:00 AM,0.1059,353
2021-09-16 03:50:00 UTC,9/16/2021,3:50:00 AM,0.1063,354.3333333
2021-09-16 04:00:00 UTC,9/16/2021,4:00:00 AM,0.1061,353.6666667
2021-09-16 04:10:00 UTC,9/16/2021,4:10:00 AM,0.1082,360.6666667
2021-09-16 04:20:00 UTC,9/16/2021,4:20:00 AM,0.1055,351.6666667
2021-09-16 04:30:00 UTC,9/16/2021,4:30:00 AM,0.1058,352.6666667
2021-09-16 04:40:00 UTC,9/16/2021,4:40:00 AM,0.1061,353.6666667
2021-09-16 04:50:00 UTC,9/16/2021,4:50:00 AM,0.1092,364
2021-09-16 05:00:00 UTC,9/16/2021,5:00:00 AM,0.1064,354.6666667
2021-09-16 05:10:00 UTC,9/16/2021,5:10:00 AM,0.1059,353
2021-09-16 05:20:00 UTC,9/16/2021,5:20:00 AM,0.1059,353
2021-09-16 05:30:00 UTC,9/16/2021,5:30:00 AM,0.1059,353
2021-09-16 05:40:00 UTC,9/16/2021,5:40:00 AM,0.1083,361
2021-09-16 05:50:00 UTC,9/16/2021,5:50:00 AM,0.1081,360.3333333
2021-09-16 06:00:00 UTC,9/16/2021,6:00:00 AM,0.105,350
2021-09-16 06:10:00 UTC,9/16/2021,6:10:00 AM,0.1057,352.3333333
2021-09-16 06:20:00 UTC,9/16/2021,6:20:00 AM,0.1082,360.6666667
2021-09-16 06:30:00 UTC,9/16/2021,6:30:00 AM,0.1084,361.3333333
2021-09-16 06:40:00 UTC,9/16/2021,6:40:00 AM,0.1092,364
2021-09-16 06:50:00 UTC,9/16/2021,6:50:00 AM,0.1061,353.6666667
2021-09-16 07:00:00 UTC,9/16/2021,7:00:00 AM,0.1083,361
2021-09-16 07:10:00 UTC,9/16/2021,7:10:00 AM,0.1081,360.3333333
2021-09-16 07:20:00 UTC,9/16/2021,7:20:00 AM,0.1051,350.3333333
2021-09-16 07:30:00 UTC,9/16/2021,7:30:00 AM,0.1052,350.6666667
2021-09-16 07:40:00 UTC,9/16/2021,7:40:00 AM,0.1053,351
2021-09-16 07:50:00 UTC,9/16/2021,7:50:00 AM,0.105,350
2021-09-16 08:00:00 UTC,9/16/2021,8:00:00 AM,0.1058,352.6666667
2021-09-16 08:10:00 UTC,9/16/2021,8:10:00 AM,0.1038,346
2021-09-16 08:20:00 UTC,9/16/2021,8:20:00 AM,0.1034,344.6666667
2021-09-16 08:30:00 UTC,9/16/2021,8:30:00 AM,0.1024,341.3333333
2021-09-16 08:40:00 UTC,9/16/2021,8:40:00 AM,0.1059,353
2021-09-16 08:50:00 UTC,9/16/2021,8:50:00 AM,0.1042,347.3333333
2021-09-16 09:00:00 UTC,9/16/2021,9:00:00 AM,0.1035,345
2021-09-16 09:10:00 UTC,9/16/2021,9:10:00 AM,0.1035,345
2021-09-16 09:20:00 UTC,9/16/2021,9:20:00 AM,0.1034,344.6666667
2021-09-16 09:30:00 UTC,9/16/2021,9:30:00 AM,0.1025,341.6666667
2021-09-16 09:40:00 UTC,9/16/2021,9:40:00 AM,0.103,343.3333333
2021-09-16 09:50:00 UTC,9/16/2021,9:50:00 AM,0.1032,344
2021-09-16 10:00:00 UTC,9/16/2021,10:00:00 AM,0.1033,344.3333333
2021-09-16 10:10:00 UTC,9/16/2021,10:10:00 AM,0.1036,345.3333333
2021-09-16 10:20:00 UTC,9/16/2021,10:20:00 AM,0.1041,347
2021-09-16 10:30:00 UTC,9/16/2021,10:30:00 AM,0.1043,347.6666667
2021-09-16 10:40:00 UTC,9/16/2021,10:40:00 AM,0.1037,345.6666667
2021-09-16 10:50:00 UTC,9/16/2021,10:50:00 AM,0.1005,335
2021-09-16 11:00:00 UTC,9/16/2021,11:00:00 AM,0.1034,344.6666667
2021-09-16 11:10:00 UTC,9/16/2021,11:10:00 AM,0.1035,345
2021-09-16 11:20:00 UTC,9/16/2021,11:20:00 AM,0.1042,347.3333333
2021-09-16 11:30:00 UTC,9/16/2021,11:30:00 AM,0.1017,339
2021-09-16 11:40:00 UTC,9/16/2021,11:40:00 AM,0.1009,336.3333333
2021-09-16 11:50:00 UTC,9/16/2021,11:50:00 AM,0.1002,334
2021-09-16 12:00:00 UTC,9/16/2021,12:00:00 PM,0.098,326.6666667
2021-09-16 12:10:00 UTC,9/16/2021,12:10:00 PM,0.096,320
2021-09-16 12:20:00 UTC,9/16/2021,12:20:00 PM,0.0957,319
2021-09-16 12:30:00 UTC,9/16/2021,12:30:00 PM,0.0932,310.6666667
2021-09-16 12:40:00 UTC,9/16/2021,12:40:00 PM,0.0926,308.6666667
2021-09-16 12:50:00 UTC,9/16/2021,12:50:00 PM,0.0939,313
2021-09-16 13:00:00 UTC,9/16/2021,1:00:00 PM,0.0936,312
2021-09-16 13:10:00 UTC,9/16/2021,1:10:00 PM,0.0933,311
2021-09-16 13:20:00 UTC,9/16/2021,1:20:00 PM,0.0952,317.3333333
2021-09-16 13:30:00 UTC,9/16/2021,1:30:00 PM,0.0954,318
2021-09-16 13:40:00 UTC,9/16/2021,1:40:00 PM,0.0933,311
2021-09-16 13:50:00 UTC,9/16/2021,1:50:00 PM,0.0936,312
2021-09-16 14:00:00 UTC,9/16/2021,2:00:00 PM,0.0942,314
2021-09-16 14:10:00 UTC,9/16/2021,2:10:00 PM,0.0939,313
2021-09-16 14:20:00 UTC,9/16/2021,2:20:00 PM,0.0959,319.6666667
2021-09-16 14:30:00 UTC,9/16/2021,2:30:00 PM,0.0929,309.6666667
2021-09-16 14:40:00 UTC,9/16/2021,2:40:00 PM,0.0933,311
2021-09-16 14:50:00 UTC,9/16/2021,2:50:00 PM,0.0965,321.6666667
2021-09-16 15:00:00 UTC,9/16/2021,3:00:00 PM,0.0961,320.3333333
2021-09-16 15:10:00 UTC,9/16/2021,3:10:00 PM,0.0933,311
2021-09-16 15:20:00 UTC,9/16/2021,3:20:00 PM,0.0954,318
2021-09-16 15:30:00 UTC,9/16/2021,3:30:00 PM,0.0959,319.6666667
2021-09-16 15:40:00 UTC,9/16/2021,3:40:00 PM,0.0989,329.6666667
2021-09-16 15:50:00 UTC,9/16/2021,3:50:00 PM,0.0985,328.3333333
2021-09-16 16:00:00 UTC,9/16/2021,4:00:00 PM,0.0975,325
2021-09-16 16:10:00 UTC,9/16/2021,4:10:00 PM,0.0986,328.6666667
2021-09-16 16:20:00 UTC,9/16/2021,4:20:00 PM,0.0986,328.6666667
2021-09-16 16:30:00 UTC,9/16/2021,4:30:00 PM,0.1009,336.3333333
2021-09-16 16:40:00 UTC,9/16/2021,4:40:00 PM,0.1009,336.3333333
2021-09-16 16:50:00 UTC,9/16/2021,4:50:00 PM,0.099,330
2021-09-16 17:00:00 UTC,9/16/2021,5:00:00 PM,0.1,333.3333333
2021-09-16 17:10:00 UTC,9/16/2021,5:10:00 PM,0.1009,336.3333333
2021-09-16 17:20:00 UTC,9/16/2021,5:20:00 PM,0.1041,347
2021-09-16 17:30:00 UTC,9/16/2021,5:30:00 PM,0.1035,345
2021-09-16 17:40:00 UTC,9/16/2021,5:40:00 PM,0.1001,333.6666667
2021-09-16 17:50:00 UTC,9/16/2021,5:50:00 PM,0.1009,336.3333333
2021-09-16 18:00:00 UTC,9/16/2021,6:00:00 PM,0.1041,347
2021-09-16 18:10:00 UTC,9/16/2021,6:10:00 PM,0.1061,353.6666667
2021-09-16 18:20:00 UTC,9/16/2021,6:20:00 PM,0.1051,350.3333333
2021-09-16 18:30:00 UTC,9/16/2021,6:30:00 PM,0.1058,352.6666667
2021-09-16 18:40:00 UTC,9/16/2021,6:40:00 PM,0.106,353.3333333
2021-09-16 18:50:00 UTC,9/16/2021,6:50:00 PM,0.1084,361.3333333
2021-09-16 19:00:00 UTC,9/16/2021,7:00:00 PM,0.1085,361.6666667
2021-09-16 19:10:00 UTC,9/16/2021,7:10:00 PM,0.1084,361.3333333
2021-09-16 19:20:00 UTC,9/16/2021,7:20:00 PM,0.1085,361.6666667
2021-09-16 19:30:00 UTC,9/16/2021,7:30:00 PM,0.1109,369.6666667
2021-09-16 19:40:00 UTC,9/16/2021,7:40:00 PM,0.1109,369.6666667
2021-09-16 19:50:00 UTC,9/16/2021,7:50:00 PM,0.1107,369
2021-09-16 20:00:00 UTC,9/16/2021,8:00:00 PM,0.1106,368.6666667
2021-09-16 20:10:00 UTC,9/16/2021,8:10:00 PM,0.1104,368
2021-09-16 20:20:00 UTC,9/16/2021,8:20:00 PM,0.1135,378.3333333
2021-09-16 20:30:00 UTC,9/16/2021,8:30:00 PM,0.1141,380.3333333
2021-09-16 20:40:00 UTC,9/16/2021,8:40:00 PM,0.1139,379.6666667
2021-09-16 20:50:00 UTC,9/16/2021,8:50:00 PM,0.1118,372.6666667
2021-09-16 21:00:00 UTC,9/16/2021,9:00:00 PM,0.1117,372.3333333
2021-09-16 21:10:00 UTC,9/16/2021,9:10:00 PM,0.111,370
2021-09-16 21:20:00 UTC,9/16/2021,9:20:00 PM,0.1136,378.6666667
2021-09-16 21:30:00 UTC,9/16/2021,9:30:00 PM,0.111,370
2021-09-16 21:40:00 UTC,9/16/2021,9:40:00 PM,0.1111,370.3333333
2021-09-16 21:50:00 UTC,9/16/2021,9:50:00 PM,0.1135,378.3333333
2021-09-16 22:00:00 UTC,9/16/2021,10:00:00 PM,0.1135,378.3333333
2021-09-16 22:10:00 UTC,9/16/2021,10:10:00 PM,0.111,370
2021-09-16 22:20:00 UTC,9/16/2021,10:20:00 PM,0.1139,379.6666667
2021-09-16 22:30:00 UTC,9/16/2021,10:30:00 PM,0.1135,378.3333333
2021-09-16 22:40:00 UTC,9/16/2021,10:40:00 PM,0.111,370
2021-09-16 22:50:00 UTC,9/16/2021,10:50:00 PM,0.1132,377.3333333
2021-09-16 23:00:00 UTC,9/16/2021,11:00:00 PM,0.1135,378.3333333
2021-09-16 23:10:00 UTC,9/16/2021,11:10:00 PM,0.1113,371
2021-09-16 23:20:00 UTC,9/16/2021,11:20:00 PM,0.1114,371.3333333
2021-09-16 23:30:00 UTC,9/16/2021,11:30:00 PM,0.1129,376.3333333
2021-09-16 23:40:00 UTC,9/16/2021,11:40:00 PM,0.11,366.6666667
2021-09-16 23:50:00 UTC,9/16/2021,11:50:00 PM,0.1135,378.3333333
2021-09-17 00:00:00 UTC,9/17/2021,12:00:00 AM,0.1109,369.6666667
2021-09-17 00:10:00 UTC,9/17/2021,12:10:00 AM,0.111,370
2021-09-17 00:20:00 UTC,9/17/2021,12:20:00 AM,0.1137,379
2021-09-17 00:30:00 UTC,9/17/2021,12:30:00 AM,0.1115,371.6666667
2021-09-17 00:40:00 UTC,9/17/2021,12:40:00 AM,0.1112,370.6666667
2021-09-17 00:50:00 UTC,9/17/2021,12:50:00 AM,0.111,370
2021-09-17 01:00:00 UTC,9/17/2021,1:00:00 AM,0.1111,370.3333333
2021-09-17 01:10:00 UTC,9/17/2021,1:10:00 AM,0.1117,372.3333333
2021-09-17 01:20:00 UTC,9/17/2021,1:20:00 AM,0.111,370
2021-09-17 01:30:00 UTC,9/17/2021,1:30:00 AM,0.1109,369.6666667
2021-09-17 01:40:00 UTC,9/17/2021,1:40:00 AM,0.1108,369.3333333
2021-09-17 01:50:00 UTC,9/17/2021,1:50:00 AM,0.1108,369.3333333
2021-09-17 02:00:00 UTC,9/17/2021,2:00:00 AM,0.1102,367.3333333
2021-09-17 02:10:00 UTC,9/17/2021,2:10:00 AM,0.1079,359.6666667
2021-09-17 02:20:00 UTC,9/17/2021,2:20:00 AM,0.1083,361
2021-09-17 02:30:00 UTC,9/17/2021,2:30:00 AM,0.1086,362
2021-09-17 02:40:00 UTC,9/17/2021,2:40:00 AM,0.1117,372.3333333
2021-09-17 02:50:00 UTC,9/17/2021,2:50:00 AM,0.1109,369.6666667
2021-09-17 03:00:00 UTC,9/17/2021,3:00:00 AM,0.1082,360.6666667
2021-09-17 03:10:00 UTC,9/17/2021,3:10:00 AM,0.1081,360.3333333
2021-09-17 03:20:00 UTC,9/17/2021,3:20:00 AM,0.1085,361.6666667
2021-09-17 03:30:00 UTC,9/17/2021,3:30:00 AM,0.109,363.3333333
2021-09-17 03:40:00 UTC,9/17/2021,3:40:00 AM,0.1084,361.3333333
2021-09-17 03:50:00 UTC,9/17/2021,3:50:00 AM,0.1079,359.6666667
2021-09-17 04:00:00 UTC,9/17/2021,4:00:00 AM,0.1086,362
2021-09-17 04:10:00 UTC,9/17/2021,4:10:00 AM,0.1084,361.3333333
2021-09-17 04:20:00 UTC,9/17/2021,4:20:00 AM,0.1076,358.6666667
2021-09-17 04:30:00 UTC,9/17/2021,4:30:00 AM,0.1091,363.6666667
2021-09-17 04:40:00 UTC,9/17/2021,4:40:00 AM,0.1075,358.3333333
2021-09-17 04:50:00 UTC,9/17/2021,4:50:00 AM,0.1093,364.3333333
2021-09-17 05:00:00 UTC,9/17/2021,5:00:00 AM,0.1077,359
2021-09-17 05:10:00 UTC,9/17/2021,5:10:00 AM,0.1085,361.6666667
2021-09-17 05:20:00 UTC,9/17/2021,5:20:00 AM,0.1059,353
2021-09-17 05:30:00 UTC,9/17/2021,5:30:00 AM,0.1059,353
2021-09-17 05:40:00 UTC,9/17/2021,5:40:00 AM,0.1058,352.6666667
2021-09-17 05:50:00 UTC,9/17/2021,5:50:00 AM,0.1084,361.3333333
2021-09-17 06:00:00 UTC,9/17/2021,6:00:00 AM,0.1084,361.3333333
2021-09-17 06:10:00 UTC,9/17/2021,6:10:00 AM,0.1082,360.6666667
2021-09-17 06:20:00 UTC,9/17/2021,6:20:00 AM,0.1087,362.3333333
2021-09-17 06:30:00 UTC,9/17/2021,6:30:00 AM,0.10780000000000001,359.3333333
2021-09-17 06:40:00 UTC,9/17/2021,6:40:00 AM,0.1085,361.6666667
2021-09-17 06:50:00 UTC,9/17/2021,6:50:00 AM,0.1086,362
2021-09-17 07:00:00 UTC,9/17/2021,7:00:00 AM,0.105,350
2021-09-17 07:10:00 UTC,9/17/2021,7:10:00 AM,0.1087,362.3333333
2021-09-17 07:20:00 UTC,9/17/2021,7:20:00 AM,0.1082,360.6666667
2021-09-17 07:30:00 UTC,9/17/2021,7:30:00 AM,0.1086,362
2021-09-17 07:40:00 UTC,9/17/2021,7:40:00 AM,0.1058,352.6666667
2021-09-17 07:50:00 UTC,9/17/2021,7:50:00 AM,0.1057,352.3333333
2021-09-17 08:00:00 UTC,9/17/2021,8:00:00 AM,0.1063,354.3333333
2021-09-17 08:10:00 UTC,9/17/2021,8:10:00 AM,0.106,353.3333333
2021-09-17 08:20:00 UTC,9/17/2021,8:20:00 AM,0.1051,350.3333333
2021-09-17 08:30:00 UTC,9/17/2021,8:30:00 AM,0.106,353.3333333
2021-09-17 08:40:00 UTC,9/17/2021,8:40:00 AM,0.1038,346
2021-09-17 08:50:00 UTC,9/17/2021,8:50:00 AM,0.1055,351.6666667
2021-09-17 09:00:00 UTC,9/17/2021,9:00:00 AM,0.1034,344.6666667
2021-09-17 09:10:00 UTC,9/17/2021,9:10:00 AM,0.1035,345
2021-09-17 09:20:00 UTC,9/17/2021,9:20:00 AM,0.1027,342.3333333
2021-09-17 09:30:00 UTC,9/17/2021,9:30:00 AM,0.1034,344.6666667
2021-09-17 09:40:00 UTC,9/17/2021,9:40:00 AM,0.1042,347.3333333
2021-09-17 09:50:00 UTC,9/17/2021,9:50:00 AM,0.1035,345
2021-09-17 10:00:00 UTC,9/17/2021,10:00:00 AM,0.1027,342.3333333
2021-09-17 10:10:00 UTC,9/17/2021,10:10:00 AM,0.1035,345
2021-09-17 10:20:00 UTC,9/17/2021,10:20:00 AM,0.1043,347.6666667
2021-09-17 10:30:00 UTC,9/17/2021,10:30:00 AM,0.1036,345.3333333
2021-09-17 10:40:00 UTC,9/17/2021,10:40:00 AM,0.1027,342.3333333
2021-09-17 10:50:00 UTC,9/17/2021,10:50:00 AM,0.1009,336.3333333
2021-09-17 11:00:00 UTC,9/17/2021,11:00:00 AM,0.1009,336.3333333
2021-09-17 11:10:00 UTC,9/17/2021,11:10:00 AM,0.098,326.6666667
2021-09-17 11:20:00 UTC,9/17/2021,11:20:00 AM,0.098,326.6666667
2021-09-17 11:30:00 UTC,9/17/2021,11:30:00 AM,0.0959,319.6666667
2021-09-17 11:40:00 UTC,9/17/2021,11:40:00 AM,0.0961,320.3333333
2021-09-17 11:50:00 UTC,9/17/2021,11:50:00 AM,0.0964,321.3333333
2021-09-17 12:00:00 UTC,9/17/2021,12:00:00 PM,0.0961,320.3333333
2021-09-17 12:10:00 UTC,9/17/2021,12:10:00 PM,0.0958,319.3333333
2021-09-17 12:20:00 UTC,9/17/2021,12:20:00 PM,0.0932,310.6666667
2021-09-17 12:30:00 UTC,9/17/2021,12:30:00 PM,0.0934,311.3333333
2021-09-17 12:40:00 UTC,9/17/2021,12:40:00 PM,0.0906,302
2021-09-17 12:50:00 UTC,9/17/2021,12:50:00 PM,0.0929,309.6666667
2021-09-17 13:00:00 UTC,9/17/2021,1:00:00 PM,0.0905,301.6666667
2021-09-17 13:10:00 UTC,9/17/2021,1:10:00 PM,0.09,300
2021-09-17 13:20:00 UTC,9/17/2021,1:20:00 PM,0.0904,301.3333333
2021-09-17 13:30:00 UTC,9/17/2021,1:30:00 PM,0.0925,308.3333333
2021-09-17 13:40:00 UTC,9/17/2021,1:40:00 PM,0.0953,317.6666667
2021-09-17 13:50:00 UTC,9/17/2021,1:50:00 PM,0.0933,311
2021-09-17 14:00:00 UTC,9/17/2021,2:00:00 PM,0.0936,312
2021-09-17 14:10:00 UTC,9/17/2021,2:10:00 PM,0.0931,310.3333333
2021-09-17 14:20:00 UTC,9/17/2021,2:20:00 PM,0.0934,311.3333333
2021-09-17 14:30:00 UTC,9/17/2021,2:30:00 PM,0.0938,312.6666667
2021-09-17 14:40:00 UTC,9/17/2021,2:40:00 PM,0.0925,308.3333333
2021-09-17 14:50:00 UTC,9/17/2021,2:50:00 PM,0.0938,312.6666667
2021-09-17 15:00:00 UTC,9/17/2021,3:00:00 PM,0.0937,312.3333333
2021-09-17 15:10:00 UTC,9/17/2021,3:10:00 PM,0.095,316.6666667
2021-09-17 15:20:00 UTC,9/17/2021,3:20:00 PM,0.0959,319.6666667
2021-09-17 15:30:00 UTC,9/17/2021,3:30:00 PM,0.0968,322.6666667
2021-09-17 15:40:00 UTC,9/17/2021,3:40:00 PM,0.096,320
2021-09-17 15:50:00 UTC,9/17/2021,3:50:00 PM,0.0977,325.6666667
2021-09-17 16:00:00 UTC,9/17/2021,4:00:00 PM,0.0983,327.6666667
2021-09-17 16:10:00 UTC,9/17/2021,4:10:00 PM,0.0994,331.3333333
2021-09-17 16:20:00 UTC,9/17/2021,4:20:00 PM,0.0959,319.6666667
2021-09-17 16:30:00 UTC,9/17/2021,4:30:00 PM,0.0981,327
2021-09-17 16:40:00 UTC,9/17/2021,4:40:00 PM,0.0985,328.3333333
2021-09-17 16:50:00 UTC,9/17/2021,4:50:00 PM,0.1018,339.3333333
2021-09-17 17:00:00 UTC,9/17/2021,5:00:00 PM,0.101,336.6666667
2021-09-17 17:10:00 UTC,9/17/2021,5:10:00 PM,0.1027,342.3333333
2021-09-17 17:20:00 UTC,9/17/2021,5:20:00 PM,0.1033,344.3333333
2021-09-17 17:30:00 UTC,9/17/2021,5:30:00 PM,0.1065,355
2021-09-17 17:40:00 UTC,9/17/2021,5:40:00 PM,0.1064,354.6666667
2021-09-17 17:50:00 UTC,9/17/2021,5:50:00 PM,0.1064,354.6666667
2021-09-17 18:00:00 UTC,9/17/2021,6:00:00 PM,0.1068,356
2021-09-17 18:10:00 UTC,9/17/2021,6:10:00 PM,0.1085,361.6666667
2021-09-17 18:20:00 UTC,9/17/2021,6:20:00 PM,0.111,370
2021-09-17 18:30:00 UTC,9/17/2021,6:30:00 PM,0.1076,358.6666667
2021-09-17 18:40:00 UTC,9/17/2021,6:40:00 PM,0.1084,361.3333333
2021-09-17 18:50:00 UTC,9/17/2021,6:50:00 PM,0.1108,369.3333333
2021-09-17 19:00:00 UTC,9/17/2021,7:00:00 PM,0.1108,369.3333333
2021-09-17 19:10:00 UTC,9/17/2021,7:10:00 PM,0.113,376.6666667
2021-09-17 19:20:00 UTC,9/17/2021,7:20:00 PM,0.1106,368.6666667
2021-09-17 19:30:00 UTC,9/17/2021,7:30:00 PM,0.113,376.6666667
2021-09-17 19:40:00 UTC,9/17/2021,7:40:00 PM,0.1101,367
2021-09-17 19:50:00 UTC,9/17/2021,7:50:00 PM,0.1128,376
2021-09-17 20:00:00 UTC,9/17/2021,8:00:00 PM,0.113,376.6666667
2021-09-17 20:10:00 UTC,9/17/2021,8:10:00 PM,0.1133,377.6666667
2021-09-17 20:20:00 UTC,9/17/2021,8:20:00 PM,0.1135,378.3333333
2021-09-17 20:30:00 UTC,9/17/2021,8:30:00 PM,0.1138,379.3333333
2021-09-17 20:40:00 UTC,9/17/2021,8:40:00 PM,0.1136,378.6666667
2021-09-17 20:50:00 UTC,9/17/2021,8:50:00 PM,0.1138,379.3333333
2021-09-17 21:00:00 UTC,9/17/2021,9:00:00 PM,0.1137,379
2021-09-17 21:10:00 UTC,9/17/2021,9:10:00 PM,0.1137,379
2021-09-17 21:20:00 UTC,9/17/2021,9:20:00 PM,0.1139,379.6666667
2021-09-17 21:30:00 UTC,9/17/2021,9:30:00 PM,0.1162,387.3333333
2021-09-17 21:40:00 UTC,9/17/2021,9:40:00 PM,0.1141,380.3333333
2021-09-17 21:50:00 UTC,9/17/2021,9:50:00 PM,0.1143,381
2021-09-17 22:00:00 UTC,9/17/2021,10:00:00 PM,0.1141,380.3333333
2021-09-17 22:10:00 UTC,9/17/2021,10:10:00 PM,0.1161,387
2021-09-17 22:20:00 UTC,9/17/2021,10:20:00 PM,0.1159,386.3333333
2021-09-17 22:30:00 UTC,9/17/2021,10:30:00 PM,0.1128,376
2021-09-17 22:40:00 UTC,9/17/2021,10:40:00 PM,0.1128,376
2021-09-17 22:50:00 UTC,9/17/2021,10:50:00 PM,0.1151,383.6666667
2021-09-17 23:00:00 UTC,9/17/2021,11:00:00 PM,0.1154,384.6666667
2021-09-17 23:10:00 UTC,9/17/2021,11:10:00 PM,0.1157,385.6666667
2021-09-17 23:20:00 UTC,9/17/2021,11:20:00 PM,0.1132,377.3333333
2021-09-17 23:30:00 UTC,9/17/2021,11:30:00 PM,0.1127,375.6666667
