Plot Title: 10778331,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,6/8/21 10:45,23.4,20.8,8.75
2,6/8/21 10:50,18.3,17,4.86
3,6/8/21 10:55,16.5,15.1,4.3
4,6/8/21 11:00,16.2,15.1,4.23
5,6/8/21 11:05,16.2,14.8,4.2
6,6/8/21 11:10,16.1,14.8,4.22
7,6/8/21 11:15,16,14.8,4.23
8,6/8/21 11:20,16.1,14.8,4.23
9,6/8/21 11:25,16,14.8,4.26
10,6/8/21 11:30,16.1,14.4,4.27
11,6/8/21 11:35,16,14.8,4.27
12,6/8/21 11:40,16,14.8,4.27
13,6/8/21 11:45,16.1,14.8,4.3
14,6/8/21 11:50,16.1,14.8,4.3
15,6/8/21 11:55,16.1,14.8,4.28
16,6/8/21 12:00,16.1,14.8,4.3
17,6/8/21 12:05,16.1,14.8,4.31
18,6/8/21 12:10,16.1,14.4,4.32
19,6/8/21 12:15,16.1,14.7,4.34
20,6/8/21 12:20,16,14.7,4.34
21,6/8/21 12:25,16.1,14.7,4.34
22,6/8/21 12:30,16.1,14.7,4.34
23,6/8/21 12:35,16.1,14.7,4.34
24,6/8/21 12:40,16.1,14.7,4.34
25,6/8/21 12:45,16.1,14.7,4.35
26,6/8/21 12:50,16.1,14.7,4.34
27,6/8/21 12:55,16.1,14.7,4.35
28,6/8/21 13:00,16.1,14.7,4.35
29,6/8/21 13:05,16.1,14.7,4.36
30,6/8/21 13:10,15.9,14.7,4.34
31,6/8/21 13:15,16,14.7,4.34
32,6/8/21 13:20,16,14.7,4.35
33,6/8/21 13:25,16.1,14.7,4.36
34,6/8/21 13:30,16.1,14.7,4.38
35,6/8/21 13:35,16.1,14.4,4.38
36,6/8/21 13:40,16,15.1,4.36
37,6/8/21 13:45,16.1,15.1,4.38
38,6/8/21 13:50,16.1,14.7,4.38
39,6/8/21 13:55,16.1,14.7,4.39
40,6/8/21 14:00,16.1,14.7,4.38
41,6/8/21 14:05,16.1,14.7,4.39
42,6/8/21 14:10,16.1,14.7,4.39
43,6/8/21 14:15,16.1,14.4,4.39
44,6/8/21 14:20,16.1,14.7,4.4
45,6/8/21 14:25,16,14.7,4.4
46,6/8/21 14:30,16.1,14.4,4.4
47,6/8/21 14:35,16.1,14.7,4.4
48,6/8/21 14:40,16.1,15.1,4.43
49,6/8/21 14:45,16.1,14.7,4.43
50,6/8/21 14:50,16.1,14.7,4.41
51,6/8/21 14:55,16.1,14.4,4.41
52,6/8/21 15:00,16.1,14.4,4.43
53,6/8/21 15:05,16.1,14.7,4.43
54,6/8/21 15:10,16,14.7,4.43
55,6/8/21 15:15,16.1,14.7,4.43
56,6/8/21 15:20,16.1,14.7,4.43
57,6/8/21 15:25,16.1,14.7,4.41
58,6/8/21 15:30,16.1,14.7,4.4
59,6/8/21 15:35,16,15.1,4.43
60,6/8/21 15:40,16,14.4,4.43
61,6/8/21 15:45,16,14.4,4.43
62,6/8/21 15:50,16,14.4,4.43
63,6/8/21 15:55,16,14.7,4.39
64,6/8/21 16:00,16.1,14.7,4.39
65,6/8/21 16:05,16,14.4,4.4
66,6/8/21 16:10,16.1,14.4,4.4
67,6/8/21 16:15,16.1,15.1,4.4
68,6/8/21 16:20,16,14.4,4.39
69,6/8/21 16:25,16,15.1,4.41
70,6/8/21 16:30,16.1,14.7,4.41
