date,time,voltage_v,co2_ppm,formatted_datetime
8/10/2021,4:30:00 PM,0.109,363.3333333,08/10/2021 16:30
8/10/2021,4:40:00 PM,0.1076,358.6666667,08/10/2021 16:40
8/10/2021,4:50:00 PM,0.1102,367.3333333,08/10/2021 16:50
8/10/2021,5:00:00 PM,0.11,366.6666667,08/10/2021 17:00
8/10/2021,5:10:00 PM,0.11,366.6666667,08/10/2021 17:10
8/10/2021,5:20:00 PM,0.1127,375.6666667,08/10/2021 17:20
8/10/2021,5:30:00 PM,0.1139,379.6666667,08/10/2021 17:30
8/10/2021,5:40:00 PM,0.1136,378.6666667,08/10/2021 17:40
8/10/2021,5:50:00 PM,0.1135,378.3333333,08/10/2021 17:50
8/10/2021,6:00:00 PM,0.1099,366.3333333,08/10/2021 18:00
8/10/2021,6:10:00 PM,0.1141,380.3333333,08/10/2021 18:10
8/10/2021,6:20:00 PM,0.1178,392.6666667,08/10/2021 18:20
8/10/2021,6:30:00 PM,0.1218,406,08/10/2021 18:30
8/10/2021,6:40:00 PM,0.1245,415,08/10/2021 18:40
8/10/2021,6:50:00 PM,0.12,400,08/10/2021 18:50
8/10/2021,7:00:00 PM,0.1201,400.3333333,08/10/2021 19:00
8/10/2021,7:10:00 PM,0.125,416.6666667,08/10/2021 19:10
8/10/2021,7:20:00 PM,0.1229,409.6666667,08/10/2021 19:20
8/10/2021,7:30:00 PM,0.1251,417,08/10/2021 19:30
8/10/2021,7:40:00 PM,0.1246,415.3333333,08/10/2021 19:40
8/10/2021,7:50:00 PM,0.1227,409,08/10/2021 19:50
8/10/2021,8:00:00 PM,0.1232,410.6666667,08/10/2021 20:00
8/10/2021,8:10:00 PM,0.1225,408.3333333,08/10/2021 20:10
8/10/2021,8:20:00 PM,0.1226,408.6666667,08/10/2021 20:20
8/10/2021,8:30:00 PM,0.1242,414,08/10/2021 20:30
8/10/2021,8:40:00 PM,0.123,410,08/10/2021 20:40
8/10/2021,8:50:00 PM,0.1203,401,08/10/2021 20:50
8/10/2021,9:00:00 PM,0.1248,416,08/10/2021 21:00
8/10/2021,9:10:00 PM,0.1247,415.6666667,08/10/2021 21:10
8/10/2021,9:20:00 PM,0.1252,417.3333333,08/10/2021 21:20
8/10/2021,9:30:00 PM,0.125,416.6666667,08/10/2021 21:30
8/10/2021,9:40:00 PM,0.1199,399.6666667,08/10/2021 21:40
8/10/2021,9:50:00 PM,0.1232,410.6666667,08/10/2021 21:50
8/10/2021,10:00:00 PM,0.1208,402.6666667,08/10/2021 22:00
