date,time,voltage_v,co2_ppm
6/15/21,20:00:00,0.1174,391.3333333
6/15/21,20:10:00,0.1165,388.3333333
6/15/21,20:20:00,0.118,393.3333333
6/15/21,20:30:00,0.1173,391
6/15/21,20:40:00,0.1218,406
6/15/21,20:50:00,0.1168,389.3333333
6/15/21,21:00:00,0.1176,392
6/15/21,21:10:00,0.1177,392.3333333
6/15/21,21:20:00,0.1166,388.6666667
6/15/21,21:30:00,0.1153,384.3333333
6/15/21,21:40:00,0.115,383.3333333
6/15/21,21:50:00,0.1152,384
6/15/21,22:00:00,0.1149,383
6/15/21,22:10:00,0.1146,382
6/15/21,22:20:00,0.1162,387.3333333
6/15/21,22:30:00,0.1133,377.6666667
6/15/21,22:40:00,0.1124,374.6666667
6/15/21,22:50:00,0.115,383.3333333
6/15/21,23:00:00,0.1099,366.3333333
6/15/21,23:10:00,0.1126,375.3333333
6/15/21,23:20:00,0.1125,375
6/15/21,23:30:00,0.1097,365.6666667
6/15/21,23:40:00,0.1144,381.3333333
6/15/21,23:50:00,0.1098,366
6/16/21,0:00:00,0.1118,372.6666667
6/16/21,0:10:00,0.1097,365.6666667
6/16/21,0:20:00,0.111,370
6/16/21,0:30:00,0.1087,362.3333333
6/16/21,0:40:00,0.1104,368
6/16/21,0:50:00,0.11,366.6666667
6/16/21,1:00:00,0.1091,363.6666667
6/16/21,1:10:00,0.1143,381
6/16/21,1:20:00,0.109,363.3333333
6/16/21,1:30:00,0.1096,365.3333333
6/16/21,1:40:00,0.1122,374
6/16/21,1:50:00,0.1122,374
6/16/21,2:00:00,0.1091,363.6666667
6/16/21,2:10:00,0.111,370
6/16/21,2:20:00,0.1097,365.6666667
6/16/21,2:30:00,0.11,366.6666667
6/16/21,2:40:00,0.1094,364.6666667
6/16/21,2:50:00,0.1133,377.6666667
6/16/21,3:00:00,0.1078,359.3333333
6/16/21,3:10:00,0.1096,365.3333333
6/16/21,3:20:00,0.1102,367.3333333
6/16/21,3:30:00,0.1072,357.3333333
6/16/21,3:40:00,0.1099,366.3333333
6/16/21,3:50:00,0.1098,366
6/16/21,4:00:00,0.1082,360.6666667
6/16/21,4:10:00,0.1097,365.6666667
6/16/21,4:20:00,0.1123,374.3333333
6/16/21,4:30:00,0.1098,366
6/16/21,4:40:00,0.1086,362
6/16/21,4:50:00,0.1103,367.6666667
6/16/21,5:00:00,0.1079,359.6666667
6/16/21,5:10:00,0.1098,366
6/16/21,5:20:00,0.1088,362.6666667
6/16/21,5:30:00,0.1072,357.3333333
6/16/21,5:40:00,0.1091,363.6666667
6/16/21,5:50:00,0.1094,364.6666667
6/16/21,6:00:00,0.1085,361.6666667
6/16/21,6:10:00,0.1084,361.3333333
6/16/21,6:20:00,0.1094,364.6666667
6/16/21,6:30:00,0.1087,362.3333333
6/16/21,6:40:00,0.1091,363.6666667
6/16/21,6:50:00,0.1094,364.6666667
6/16/21,7:00:00,0.1074,358
6/16/21,7:10:00,0.1068,356
6/16/21,7:20:00,0.1049,349.6666667
6/16/21,7:30:00,0.1052,350.6666667
6/16/21,7:40:00,0.1047,349
6/16/21,7:50:00,0.1024,341.3333333
6/16/21,8:00:00,0.1024,341.3333333
6/16/21,8:10:00,0.1036,345.3333333
6/16/21,8:20:00,0.103,343.3333333
6/16/21,8:30:00,0.1026,342
6/16/21,8:40:00,0.1027,342.3333333
6/16/21,8:50:00,0.1046,348.6666667
6/16/21,9:00:00,0.1093,364.3333333
6/16/21,9:10:00,0.1082,360.6666667
6/16/21,9:20:00,0.1025,341.6666667
6/16/21,9:30:00,0.1051,350.3333333
6/16/21,9:40:00,0.1071,357
6/16/21,9:50:00,0.1051,350.3333333
6/16/21,10:00:00,0.1053,351
6/16/21,10:10:00,0.1024,341.3333333
6/16/21,10:20:00,0.1004,334.6666667
6/16/21,10:30:00,0.1007,335.6666667
6/16/21,10:40:00,0.0998,332.6666667
6/16/21,10:50:00,0.0985,328.3333333
6/16/21,11:00:00,0.1002,334
6/16/21,11:10:00,0.1003,334.3333333
6/16/21,11:20:00,0.0954,318
6/16/21,11:30:00,0.1004,334.6666667
6/16/21,11:40:00,0.098,326.6666667
6/16/21,11:50:00,0.0982,327.3333333
6/16/21,12:00:00,0.0996,332
6/16/21,12:10:00,0.1003,334.3333333
6/16/21,12:20:00,0.0999,333
6/16/21,12:30:00,0.0974,324.6666667
6/16/21,12:40:00,0.0966,322
6/16/21,12:50:00,0.0967,322.3333333
6/16/21,13:00:00,0.0976,325.3333333
6/16/21,13:10:00,0.0953,317.6666667
6/16/21,13:20:00,0.095,316.6666667
6/16/21,13:30:00,0.0957,319
6/16/21,13:40:00,0.0954,318
6/16/21,13:50:00,0.1002,334
6/16/21,14:00:00,0.0951,317
6/16/21,14:10:00,0.0959,319.6666667
6/16/21,14:20:00,0.0953,317.6666667
6/16/21,14:30:00,0.0981,327
6/16/21,14:40:00,0.1007,335.6666667
6/16/21,14:50:00,0.1006,335.3333333
6/16/21,15:00:00,0.0985,328.3333333
6/16/21,15:10:00,0.1006,335.3333333
6/16/21,15:20:00,0.0999,333
6/16/21,15:30:00,0.098,326.6666667
6/16/21,15:40:00,0.098,326.6666667
6/16/21,15:50:00,0.0999,333
6/16/21,16:00:00,0.0977,325.6666667
6/16/21,16:10:00,0.0967,322.3333333
6/16/21,16:20:00,0.1005,335
6/16/21,16:30:00,0.103,343.3333333
6/16/21,16:40:00,0.1024,341.3333333
6/16/21,16:50:00,0.1002,334
6/16/21,17:00:00,0.1014,338
6/16/21,17:10:00,0.103,343.3333333
6/16/21,17:20:00,0.1056,352
6/16/21,17:30:00,0.1074,358
6/16/21,17:40:00,0.103,343.3333333
6/16/21,17:50:00,0.1021,340.3333333
6/16/21,18:00:00,0.1053,351
6/16/21,18:10:00,0.1104,368
6/16/21,18:20:00,0.1076,358.6666667
6/16/21,18:30:00,0.1079,359.6666667
6/16/21,18:40:00,0.1097,365.6666667
6/16/21,18:50:00,0.1105,368.3333333
6/16/21,19:00:00,0.1113,371
6/16/21,19:10:00,0.1153,384.3333333
6/16/21,19:20:00,0.1146,382
6/16/21,19:30:00,0.1199,399.6666667
6/16/21,19:40:00,0.1203,401
6/16/21,19:50:00,0.1185,395
6/16/21,20:00:00,0.1229,409.6666667
6/16/21,20:10:00,0.1181,393.6666667
6/16/21,20:20:00,0.1232,410.6666667
6/16/21,20:30:00,0.1227,409
6/16/21,20:40:00,0.1231,410.3333333
6/16/21,20:50:00,0.1177,392.3333333
