datetime,wtrhgtavg_obs,CR _length_krtobtm(mm),stickup_ht(mm),blttotp_well(mm),CR_zerotobtm(mm),wtrhgt_blwgrnd(mm)
3/25/2020 11:20,-8,1115,225,77,35,-940
3/25/2020 11:30,-8,1115,225,77,35,-940
3/25/2020 11:40,-8,1115,225,77,35,-940
3/25/2020 11:50,-8,1115,225,77,35,-940
3/25/2020 12:00,-8,1115,225,77,35,-940
3/25/2020 12:10,-8,1115,225,77,35,-940
3/25/2020 12:20,-8,1115,225,77,35,-940
3/25/2020 12:30,-8,1115,225,77,35,-940
3/25/2020 12:40,-8,1115,225,77,35,-940
3/25/2020 12:50,-8,1115,225,77,35,-940
3/25/2020 13:00,-8,1115,225,77,35,-940
3/25/2020 13:10,-8,1115,225,77,35,-940
3/25/2020 13:20,-8,1115,225,77,35,-940
3/25/2020 13:30,-8,1115,225,77,35,-940
3/25/2020 13:40,-8,1115,225,77,35,-940
3/25/2020 13:50,-8,1115,225,77,35,-940
3/25/2020 14:00,-8,1115,225,77,35,-940
3/25/2020 14:10,-8,1115,225,77,35,-940
3/25/2020 14:20,-8,1115,225,77,35,-940
3/25/2020 14:30,-8,1115,225,77,35,-940
3/25/2020 14:40,-8,1115,225,77,35,-940
3/25/2020 14:50,-8,1115,225,77,35,-940
3/25/2020 15:00,-8,1115,225,77,35,-940
3/25/2020 15:10,-8,1115,225,77,35,-940
3/25/2020 15:20,-8,1115,225,77,35,-940
3/25/2020 15:30,-8,1115,225,77,35,-940
3/25/2020 15:40,-8,1115,225,77,35,-940
3/25/2020 15:50,-8,1115,225,77,35,-940
3/25/2020 16:00,-8,1115,225,77,35,-940
3/25/2020 16:10,-8,1115,225,77,35,-940
3/25/2020 16:20,-8,1115,225,77,35,-940
3/25/2020 16:30,-8,1115,225,77,35,-940
3/25/2020 16:40,-8,1115,225,77,35,-940
3/25/2020 16:50,-8,1115,225,77,35,-940
3/25/2020 17:00,-8,1115,225,77,35,-940
